WP_032398796.1	WP_032398796.1
WP_114752012.1	WP_114752012.1
WP_004102093.1	WP_004102093.1
WP_105957266.1	WP_105957266.1
WP_242401742.1	WP_242401742.1
WP_236176938.1	WP_236176938.1
WP_112844288.1	WP_112844288.1
WP_112844288.1	WP_106904294.1
WP_112844288.1	WP_111966272.1
WP_112844288.1	WP_000687676.1
WP_112844288.1	WP_000687675.1
WP_112844288.1	WP_219788401.1
WP_217992370.1	WP_217992370.1
WP_048291404.1	WP_048291404.1
WP_048291404.1	WP_032422611.1
WP_048291404.1	WP_238640744.1
WP_048291404.1	WP_134918295.1
WP_048291404.1	WP_048265243.1
WP_048291404.1	WP_020947965.1
WP_048291404.1	WP_069377230.1
WP_048291404.1	WP_114444593.1
WP_105964129.1	WP_105964129.1
WP_145574121.1	WP_145574121.1
WP_026748864.1	WP_026748864.1
WP_026748864.1	WP_021747308.1
WP_223522939.1	WP_223522939.1
WP_081714969.1	WP_081714969.1
WP_211635070.1	WP_211635070.1
WP_075522094.1	WP_075522094.1
WP_231205373.1	WP_231205373.1
WP_052960725.1	WP_052960725.1
WP_039347439.1	WP_039347439.1
WP_077796067.1	WP_077796067.1
WP_094062865.1	WP_094062865.1
WP_189580703.1	WP_189580703.1
WP_130234099.1	WP_130234099.1
WP_157485726.1	WP_157485726.1
WP_100424339.1	WP_100424339.1
WP_064714245.1	WP_064714245.1
WP_235651512.1	WP_235651512.1
WP_078967645.1	WP_078967645.1
WP_014677587.1	WP_014677587.1
WP_014677587.1	WP_039457405.1
WP_014677587.1	WP_014632302.1
WP_014677587.1	WP_223971865.1
WP_014677587.1	WP_202819509.1
WP_014677587.1	WP_244347330.1
WP_014677587.1	WP_014511083.1
WP_014677587.1	WP_014511303.1
WP_014677587.1	WP_038072148.1
WP_014677587.1	WP_093008578.1
WP_014677587.1	WP_244455017.1
WP_014677587.1	WP_126205160.1
WP_014677587.1	WP_244452437.1
WP_073222321.1	WP_073222321.1
WP_117209224.1	WP_117209224.1
WP_069600754.1	WP_069600754.1
WP_144127757.1	WP_144127757.1
WP_067184300.1	WP_067184300.1
WP_181305533.1	WP_181305533.1
WP_088160455.1	WP_088160455.1
WP_088160455.1	WP_070565089.1
WP_024286605.1	WP_024286605.1
WP_073185289.1	WP_073185289.1
WP_123205482.1	WP_123205482.1
WP_214547024.1	WP_214547024.1
WP_214547024.1	WP_140230267.1
WP_214547024.1	WP_014614100.1
WP_214547024.1	WP_216315956.1
WP_214547024.1	WP_199613245.1
WP_214547024.1	WP_214539238.1
WP_214547024.1	WP_199633230.1
WP_214547024.1	WP_187530900.1
WP_214547024.1	WP_105503270.1
WP_214547024.1	WP_140240983.1
WP_214547024.1	WP_096535768.1
WP_214547024.1	WP_131087512.1
WP_214547024.1	WP_214531739.1
WP_214547024.1	WP_214517758.1
WP_066216721.1	WP_066216721.1
WP_139813387.1	WP_139813387.1
WP_075859731.1	WP_075859731.1
WP_103066890.1	WP_103066890.1
WP_103066890.1	WP_103876754.1
WP_114566316.1	WP_114566316.1
WP_101534684.1	WP_101534684.1
WP_048639743.1	WP_048639743.1
WP_048639743.1	WP_121589806.1
WP_119393536.1	WP_119393536.1
WP_027857958.1	WP_027857958.1
WP_127020098.1	WP_127020098.1
WP_127020098.1	WP_233007626.1
WP_127020098.1	WP_008899801.1
WP_127020098.1	WP_127685104.1
WP_127020098.1	WP_046519857.1
WP_108002144.1	WP_108002144.1
WP_108002144.1	WP_097137642.1
WP_108002144.1	WP_230806462.1
WP_108002144.1	WP_192249972.1
WP_108002144.1	WP_176948099.1
WP_108002144.1	WP_183804006.1
WP_058461303.1	WP_058461303.1
WP_153148667.1	WP_153148667.1
WP_223334852.1	WP_223334852.1
WP_106627403.1	WP_106627403.1
WP_071144886.1	WP_071144886.1
WP_219256075.1	WP_219256075.1
WP_137625597.1	WP_137625597.1
WP_100923303.1	WP_100923303.1
WP_002199159.1	WP_002199159.1
WP_204737847.1	WP_204737847.1
WP_204737847.1	WP_183118425.1
WP_173570128.1	WP_173570128.1
WP_143072188.1	WP_143072188.1
WP_033945377.1	WP_033945377.1
WP_033945377.1	WP_025325092.1
WP_033945377.1	WP_209212798.1
WP_138273832.1	WP_138273832.1
WP_138273832.1	WP_202572749.1
WP_238639928.1	WP_238639928.1
WP_179941894.1	WP_179941894.1
WP_152607659.1	WP_152607659.1
WP_143332696.1	WP_143332696.1
WP_028897559.1	WP_028897559.1
WP_159444483.1	WP_159444483.1
WP_165496628.1	WP_165496628.1
WP_061871747.1	WP_061871747.1
WP_125553100.1	WP_125553100.1
WP_232379678.1	WP_232379678.1
WP_062898285.1	WP_062898285.1
WP_062898285.1	WP_072652053.1
WP_203252272.1	WP_203252272.1
WP_117866841.1	WP_117866841.1
WP_117866841.1	WP_117741535.1
WP_117866841.1	WP_195508100.1
WP_117866841.1	WP_074783312.1
WP_117866841.1	WP_117889378.1
WP_117866841.1	WP_117834194.1
WP_117866841.1	WP_117678129.1
WP_117866841.1	WP_064774934.1
WP_108423007.1	WP_108423007.1
WP_060789855.1	WP_060789855.1
WP_060789855.1	WP_231466063.1
WP_060789855.1	WP_077150449.1
WP_060789855.1	WP_002330263.1
WP_016216189.1	WP_016216189.1
WP_111493459.1	WP_111493459.1
WP_239178602.1	WP_239178602.1
WP_048285203.1	WP_048285203.1
WP_147526238.1	WP_147526238.1
WP_172811523.1	WP_172811523.1
WP_169953694.1	WP_169953694.1
WP_072544761.1	WP_072544761.1
WP_013695040.1	WP_013695040.1
WP_234862247.1	WP_234862247.1
WP_158061892.1	WP_158061892.1
WP_157173132.1	WP_157173132.1
WP_073355765.1	WP_073355765.1
WP_073355765.1	WP_078213268.1
WP_026778210.1	WP_026778210.1
WP_173032441.1	WP_173032441.1
WP_195559103.1	WP_195559103.1
WP_045743014.1	WP_045743014.1
WP_235340526.1	WP_235340526.1
WP_235340526.1	WP_204448033.1
WP_196940662.1	WP_196940662.1
WP_075250212.1	WP_075250212.1
WP_152070291.1	WP_152070291.1
WP_123398153.1	WP_123398153.1
WP_123398153.1	WP_107032334.1
WP_123398153.1	WP_123615912.1
WP_139013838.1	WP_139013838.1
WP_129905565.1	WP_129905565.1
WP_129905565.1	WP_240864304.1
WP_142407020.1	WP_142407020.1
WP_148126072.1	WP_148126072.1
WP_117410825.1	WP_117410825.1
WP_078004254.1	WP_078004254.1
WP_078004254.1	WP_092879165.1
WP_078004254.1	WP_169405158.1
WP_078004254.1	WP_055773599.1
WP_078004254.1	WP_112165125.1
WP_078004254.1	WP_009637712.1
WP_078004254.1	WP_017491034.1
WP_078004254.1	WP_045049643.1
WP_078004254.1	WP_213051617.1
WP_078004254.1	WP_034935191.1
WP_078004254.1	WP_016191294.1
WP_078004254.1	WP_125290602.1
WP_078004254.1	WP_130832679.1
WP_078004254.1	WP_124234058.1
WP_078004254.1	WP_034943197.1
WP_078004254.1	WP_246761600.1
WP_078004254.1	WP_034918449.1
WP_078004254.1	WP_099706379.1
WP_078004254.1	WP_052901764.1
WP_078004254.1	WP_075183286.1
WP_246949870.1	WP_246949870.1
WP_066473533.1	WP_066473533.1
WP_168145967.1	WP_168145967.1
WP_233087844.1	WP_233087844.1
WP_240319125.1	WP_240319125.1
WP_055879758.1	WP_055879758.1
WP_160735519.1	WP_160735519.1
WP_193022838.1	WP_193022838.1
WP_108983827.1	WP_108983827.1
WP_143791805.1	WP_143791805.1
WP_143791805.1	WP_101753157.1
WP_217966179.1	WP_217966179.1
WP_217966179.1	WP_088604084.1
WP_159712463.1	WP_159712463.1
WP_038465986.1	WP_038465986.1
WP_077733942.1	WP_077733942.1
WP_125408332.1	WP_125408332.1
WP_131614969.1	WP_131614969.1
WP_028092762.1	WP_028092762.1
WP_048671828.1	WP_048671828.1
WP_020952099.1	WP_020952099.1
WP_131550221.1	WP_131550221.1
WP_131550221.1	WP_213669397.1
WP_007556784.1	WP_007556784.1
WP_213544133.1	WP_213544133.1
WP_213544133.1	WP_222496174.1
WP_213544133.1	WP_222471349.1
WP_213544133.1	WP_140012511.1
WP_029922565.1	WP_029922565.1
WP_167253429.1	WP_167253429.1
WP_167253429.1	WP_026635437.1
WP_026817190.1	WP_026817190.1
WP_166201486.1	WP_166201486.1
WP_025042920.1	WP_025042920.1
WP_114876665.1	WP_114876665.1
WP_200982007.1	WP_200982007.1
WP_084860705.1	WP_084860705.1
WP_035549755.1	WP_035549755.1
WP_035549755.1	WP_034813037.1
WP_035549755.1	WP_206991706.1
WP_169558971.1	WP_169558971.1
WP_127143764.1	WP_127143764.1
WP_132998693.1	WP_132998693.1
WP_149860802.1	WP_149860802.1
WP_150060686.1	WP_150060686.1
WP_108505926.1	WP_108505926.1
WP_108505926.1	WP_062150933.1
WP_029012463.1	WP_029012463.1
WP_161766226.1	WP_161766226.1
WP_161766226.1	WP_161761958.1
WP_161766226.1	WP_101919676.1
WP_200280069.1	WP_200280069.1
WP_217406200.1	WP_217406200.1
WP_028581419.1	WP_028581419.1
WP_124327967.1	WP_124327967.1
WP_106873943.1	WP_106873943.1
WP_114959607.1	WP_114959607.1
WP_114959607.1	WP_240125487.1
WP_129762322.1	WP_129762322.1
WP_155139834.1	WP_155139834.1
WP_155139834.1	WP_188158151.1
WP_197045320.1	WP_197045320.1
WP_015725812.1	WP_015725812.1
WP_015725812.1	WP_199263399.1
WP_015725812.1	WP_028317790.1
WP_015725812.1	WP_205227812.1
WP_194966068.1	WP_194966068.1
WP_071231723.1	WP_071231723.1
WP_091333760.1	WP_091333760.1
WP_158348235.1	WP_158348235.1
WP_092497260.1	WP_092497260.1
WP_189425407.1	WP_189425407.1
WP_218446074.1	WP_218446074.1
WP_189367219.1	WP_189367219.1
WP_189367219.1	WP_147109824.1
WP_189367219.1	WP_076629546.1
WP_189367219.1	WP_222521563.1
WP_189367219.1	WP_039685095.1
WP_140047025.1	WP_140047025.1
WP_188641232.1	WP_188641232.1
WP_090879167.1	WP_090879167.1
WP_186420480.1	WP_186420480.1
WP_186420480.1	WP_126114678.1
WP_186420480.1	WP_129160413.1
WP_186420480.1	WP_244495028.1
WP_186420480.1	WP_244543593.1
WP_186420480.1	WP_091835910.1
WP_186420480.1	WP_100961978.1
WP_114844931.1	WP_114844931.1
WP_248204709.1	WP_248204709.1
WP_093417543.1	WP_093417543.1
WP_174860922.1	WP_174860922.1
WP_174860922.1	WP_209216910.1
WP_174860922.1	WP_067267736.1
WP_174860922.1	WP_120349804.1
WP_174860922.1	WP_093738857.1
WP_174860922.1	WP_007118414.1
WP_174860922.1	WP_243266197.1
WP_174860922.1	WP_093927603.1
WP_174860922.1	WP_067623694.1
WP_022969504.1	WP_022969504.1
WP_028771092.1	WP_028771092.1
WP_090449534.1	WP_090449534.1
WP_090449534.1	WP_131151761.1
WP_223054899.1	WP_223054899.1
WP_210162736.1	WP_210162736.1
WP_210162736.1	WP_180336000.1
WP_210162736.1	WP_026791489.1
WP_210162736.1	WP_100080854.1
WP_045797529.1	WP_045797529.1
WP_124691556.1	WP_124691556.1
WP_124691556.1	WP_087782955.1
WP_124691556.1	WP_130355737.1
WP_124691556.1	WP_087838656.1
WP_124691556.1	WP_124080043.1
WP_045388418.1	WP_045388418.1
WP_158916463.1	WP_158916463.1
WP_126535622.1	WP_126535622.1
WP_015403075.1	WP_015403075.1
WP_162906919.1	WP_162906919.1
WP_200614979.1	WP_200614979.1
WP_116652461.1	WP_116652461.1
WP_015397298.1	WP_015397298.1
WP_056711130.1	WP_056711130.1
WP_055874567.1	WP_055874567.1
WP_055874567.1	WP_069910203.1
WP_055874567.1	WP_055047052.1
WP_109236846.1	WP_109236846.1
WP_109236846.1	WP_109201932.1
WP_109236846.1	WP_094568430.1
WP_015816210.1	WP_015816210.1
WP_015816210.1	WP_011451754.1
WP_015816210.1	WP_067979120.1
WP_015816210.1	WP_160095216.1
WP_127073595.1	WP_127073595.1
WP_199915634.1	WP_199915634.1
WP_018249864.1	WP_018249864.1
WP_106418929.1	WP_106418929.1
WP_060753628.1	WP_060753628.1
WP_060753628.1	WP_134175974.1
WP_138990280.1	WP_138990280.1
WP_099531063.1	WP_099531063.1
WP_166122666.1	WP_166122666.1
WP_003560286.1	WP_003560286.1
WP_003560286.1	WP_057962678.1
WP_215099467.1	WP_215099467.1
WP_146861786.1	WP_146861786.1
WP_173582540.1	WP_173582540.1
WP_229530976.1	WP_229530976.1
WP_232877103.1	WP_232877103.1
WP_232877103.1	WP_173573676.1
WP_232877103.1	WP_099347501.1
WP_232877103.1	WP_010667046.1
WP_069472432.1	WP_069472432.1
WP_047173057.1	WP_047173057.1
WP_129594581.1	WP_129594581.1
WP_103372650.1	WP_103372650.1
WP_113989133.1	WP_113989133.1
WP_238642339.1	WP_238642339.1
WP_235097296.1	WP_235097296.1
WP_126784770.1	WP_126784770.1
WP_126784770.1	WP_105305445.1
WP_126784770.1	WP_133540466.1
WP_147073004.1	WP_147073004.1
WP_147073004.1	WP_124704226.1
WP_019964182.1	WP_019964182.1
WP_019964182.1	WP_050473564.1
WP_019964182.1	WP_055454601.1
WP_078460946.1	WP_078460946.1
WP_078460946.1	WP_078475840.1
WP_078460946.1	WP_043116440.1
WP_088386225.1	WP_088386225.1
WP_088386225.1	WP_067065673.1
WP_054020337.1	WP_054020337.1
WP_149529621.1	WP_149529621.1
WP_149529621.1	WP_068730233.1
WP_233023985.1	WP_233023985.1
WP_028461616.1	WP_028461616.1
WP_135444904.1	WP_135444904.1
WP_216029633.1	WP_216029633.1
WP_230336020.1	WP_230336020.1
WP_230336020.1	WP_013441384.1
WP_153765096.1	WP_153765096.1
WP_203105913.1	WP_203105913.1
WP_203105913.1	WP_161384293.1
WP_090719755.1	WP_090719755.1
WP_011766538.1	WP_011766538.1
WP_152205206.1	WP_152205206.1
WP_170014776.1	WP_170014776.1
WP_125253312.1	WP_125253312.1
WP_125253312.1	WP_070985796.1
WP_125253312.1	WP_171626671.1
WP_125253312.1	WP_070993451.1
WP_125253312.1	WP_152086976.1
WP_125253312.1	WP_190364047.1
WP_125253312.1	WP_095726796.1
WP_125253312.1	WP_128725317.1
WP_125253312.1	WP_088529743.1
WP_125253312.1	WP_099643926.1
WP_125253312.1	WP_010378810.1
WP_125253312.1	WP_010607582.1
WP_125253312.1	WP_119861134.1
WP_125253312.1	WP_138591653.1
WP_125253312.1	WP_010362430.1
WP_148068208.1	WP_148068208.1
WP_148068208.1	WP_116368250.1
WP_148068208.1	WP_148063884.1
WP_197744430.1	WP_197744430.1
WP_121239764.1	WP_121239764.1
WP_123713442.1	WP_123713442.1
WP_123713442.1	WP_237445573.1
WP_008969263.1	WP_008969263.1
WP_027995597.1	WP_027995597.1
WP_027995597.1	WP_005798899.1
WP_027995597.1	WP_026434713.1
WP_027995597.1	WP_087747300.1
WP_027995597.1	WP_218295917.1
WP_027995597.1	WP_024816123.1
WP_027995597.1	WP_086926717.1
WP_027995597.1	WP_056418039.1
WP_027995597.1	WP_056161602.1
WP_140602165.1	WP_140602165.1
WP_140602165.1	WP_118959419.1
WP_116964381.1	WP_116964381.1
WP_110466246.1	WP_110466246.1
WP_110466246.1	WP_055834835.1
WP_076724647.1	WP_076724647.1
WP_192122347.1	WP_192122347.1
WP_046303439.1	WP_046303439.1
WP_046303439.1	WP_002535289.1
WP_046303439.1	WP_068902983.1
WP_046303439.1	WP_028025855.1
WP_046303439.1	WP_016961917.1
WP_046303439.1	WP_163392031.1
WP_046303439.1	WP_017009548.1
WP_046303439.1	WP_102317281.1
WP_046303439.1	WP_005501455.1
WP_046303439.1	WP_078751538.1
WP_046303439.1	WP_067412712.1
WP_150863644.1	WP_150863644.1
WP_225910524.1	WP_225910524.1
WP_225910524.1	WP_114818242.1
WP_225910524.1	WP_245945222.1
WP_225910524.1	WP_105564230.1
WP_225910524.1	WP_184267095.1
WP_018080693.1	WP_018080693.1
WP_018080693.1	WP_090649856.1
WP_138594670.1	WP_138594670.1
WP_073373061.1	WP_073373061.1
WP_023459348.1	WP_023459348.1
WP_089901939.1	WP_089901939.1
WP_191026520.1	WP_191026520.1
WP_035013092.1	WP_035013092.1
WP_147084933.1	WP_147084933.1
WP_147084933.1	WP_179314894.1
WP_214808559.1	WP_214808559.1
WP_062283218.1	WP_062283218.1
WP_062283218.1	WP_011392200.1
WP_062283218.1	WP_071541287.1
WP_062283218.1	WP_141265578.1
WP_062283218.1	WP_071549850.1
WP_062283218.1	WP_071541295.1
WP_062283218.1	WP_081214242.1
WP_111598384.1	WP_111598384.1
WP_078114996.1	WP_078114996.1
WP_052440621.1	WP_052440621.1
WP_229475835.1	WP_229475835.1
WP_159282172.1	WP_159282172.1
WP_151574385.1	WP_151574385.1
WP_165786781.1	WP_165786781.1
WP_133514272.1	WP_133514272.1
WP_141712060.1	WP_141712060.1
WP_089719802.1	WP_089719802.1
WP_032565905.1	WP_032565905.1
WP_211681516.1	WP_211681516.1
WP_073394064.1	WP_073394064.1
WP_098394119.1	WP_098394119.1
WP_193706838.1	WP_193706838.1
WP_193706838.1	WP_239774964.1
WP_233078142.1	WP_233078142.1
WP_233078142.1	WP_127687175.1
WP_162993555.1	WP_162993555.1
WP_110389187.1	WP_110389187.1
WP_009373252.1	WP_009373252.1
WP_088867849.1	WP_088867849.1
WP_188442696.1	WP_188442696.1
WP_057738970.1	WP_057738970.1
WP_088655801.1	WP_088655801.1
WP_223427709.1	WP_223427709.1
WP_096407758.1	WP_096407758.1
WP_096407758.1	WP_238634206.1
WP_115460901.1	WP_115460901.1
WP_135729056.1	WP_135729056.1
WP_135729056.1	WP_112166891.1
WP_135729056.1	WP_117378267.1
WP_135729056.1	WP_163585899.1
WP_135729056.1	WP_117095406.1
WP_146030727.1	WP_146030727.1
WP_155280115.1	WP_155280115.1
WP_133812559.1	WP_133812559.1
WP_106070235.1	WP_106070235.1
WP_014796751.1	WP_014796751.1
WP_105885307.1	WP_105885307.1
WP_044920579.1	WP_044920579.1
WP_044920579.1	WP_173748017.1
WP_013402177.1	WP_013402177.1
WP_013402177.1	WP_013429305.1
WP_013402177.1	WP_015908645.1
WP_013402177.1	WP_045175811.1
WP_228248665.1	WP_228248665.1
WP_228248665.1	WP_023164503.1
WP_164152142.1	WP_164152142.1
WP_164152142.1	WP_111007528.1
WP_242482152.1	WP_242482152.1
WP_242482152.1	WP_242523040.1
WP_119574143.1	WP_119574143.1
WP_135709587.1	WP_135709587.1
WP_175137457.1	WP_175137457.1
WP_157983046.1	WP_157983046.1
WP_239780271.1	WP_239780271.1
WP_225420471.1	WP_225420471.1
WP_225420471.1	WP_240031035.1
WP_207367760.1	WP_207367760.1
WP_008702622.1	WP_008702622.1
WP_090126459.1	WP_090126459.1
WP_127352596.1	WP_127352596.1
WP_127352596.1	WP_011916197.1
WP_149546323.1	WP_149546323.1
WP_227359665.1	WP_227359665.1
WP_026768741.1	WP_026768741.1
WP_182113128.1	WP_182113128.1
WP_075506595.1	WP_075506595.1
WP_129366404.1	WP_129366404.1
WP_064332117.1	WP_064332117.1
WP_193184180.1	WP_193184180.1
WP_124832906.1	WP_124832906.1
WP_124832906.1	WP_043282302.1
WP_170014007.1	WP_170014007.1
WP_094752537.1	WP_094752537.1
WP_009450982.1	WP_009450982.1
WP_015397507.1	WP_015397507.1
WP_008845889.1	WP_008845889.1
WP_008845889.1	WP_216048798.1
WP_075180309.1	WP_075180309.1
WP_075180309.1	WP_075174234.1
WP_245838179.1	WP_245838179.1
WP_245838179.1	WP_068116294.1
WP_122210782.1	WP_122210782.1
WP_122210782.1	WP_024685362.1
WP_122210782.1	WP_231655655.1
WP_122210782.1	WP_004883102.1
WP_122210782.1	WP_191957007.1
WP_122210782.1	WP_027898930.1
WP_122210782.1	WP_122776872.1
WP_122210782.1	WP_032629376.1
WP_122210782.1	WP_020291756.1
WP_122210782.1	WP_005621582.1
WP_122210782.1	WP_096243074.1
WP_122210782.1	WP_044421919.1
WP_122210782.1	WP_005896108.1
WP_122210782.1	WP_002551468.1
WP_122210782.1	WP_057443439.1
WP_122210782.1	WP_024646364.1
WP_122210782.1	WP_016981258.1
WP_122210782.1	WP_122300873.1
WP_122210782.1	WP_122390909.1
WP_122210782.1	WP_122309134.1
WP_122210782.1	WP_096101727.1
WP_122210782.1	WP_125833218.1
WP_122210782.1	WP_003427332.1
WP_122210782.1	WP_003372189.1
WP_122210782.1	WP_057432039.1
WP_122210782.1	WP_003342205.1
WP_122210782.1	WP_137982874.1
WP_122210782.1	WP_084919139.1
WP_122210782.1	WP_025262429.1
WP_122210782.1	WP_122317724.1
WP_122210782.1	WP_117167479.1
WP_122210782.1	WP_219063657.1
WP_122210782.1	WP_237253307.1
WP_122210782.1	WP_191944052.1
WP_122210782.1	WP_074758056.1
WP_122210782.1	WP_062379406.1
WP_122210782.1	WP_093465722.1
WP_122210782.1	WP_074889799.1
WP_122210782.1	WP_110950471.1
WP_122210782.1	WP_065987376.1
WP_122210782.1	WP_192171285.1
WP_122210782.1	WP_081563630.1
WP_122210782.1	WP_166594229.1
WP_122210782.1	WP_108237526.1
WP_122210782.1	WP_133751377.1
WP_116622924.1	WP_116622924.1
WP_096406860.1	WP_096406860.1
WP_216200572.1	WP_216200572.1
WP_216200572.1	WP_216270083.1
WP_200260621.1	WP_200260621.1
WP_026154836.1	WP_026154836.1
WP_093114908.1	WP_093114908.1
WP_108324238.1	WP_108324238.1
WP_108324238.1	WP_108412764.1
WP_088560589.1	WP_088560589.1
WP_225721808.1	WP_225721808.1
WP_023378272.1	WP_023378272.1
WP_023378272.1	WP_224786454.1
WP_181110947.1	WP_181110947.1
WP_181110947.1	WP_040260143.1
WP_181110947.1	WP_168083111.1
WP_181110947.1	WP_122480487.1
WP_181110947.1	WP_185794919.1
WP_181110947.1	WP_049861717.1
WP_181110947.1	WP_043191461.1
WP_181110947.1	WP_122714527.1
WP_073435406.1	WP_073435406.1
WP_093324145.1	WP_093324145.1
WP_093324145.1	WP_132861642.1
WP_093324145.1	WP_054004432.1
WP_127471456.1	WP_127471456.1
WP_172297836.1	WP_172297836.1
WP_065569548.1	WP_065569548.1
WP_065569548.1	WP_034946756.1
WP_047215146.1	WP_047215146.1
WP_141734284.1	WP_141734284.1
WP_008282757.1	WP_008282757.1
WP_008282757.1	WP_009816774.1
WP_008282757.1	WP_151977564.1
WP_008282757.1	WP_037276206.1
WP_151058401.1	WP_151058401.1
WP_151058401.1	WP_036520173.1
WP_188152843.1	WP_188152843.1
WP_147704595.1	WP_147704595.1
WP_006746675.1	WP_006746675.1
WP_151447963.1	WP_151447963.1
WP_146584529.1	WP_146584529.1
WP_041685265.1	WP_041685265.1
WP_072577424.1	WP_072577424.1
WP_206455910.1	WP_206455910.1
WP_072901094.1	WP_072901094.1
WP_058290538.1	WP_058290538.1
WP_093663480.1	WP_093663480.1
WP_161340518.1	WP_161340518.1
WP_010442985.1	WP_010442985.1
WP_010442985.1	WP_074737525.1
WP_010442985.1	WP_039542559.1
WP_010442985.1	WP_170399455.1
WP_010442985.1	WP_171230153.1
WP_010442985.1	WP_120633030.1
WP_010442985.1	WP_117871250.1
WP_010442985.1	WP_210093125.1
WP_010442985.1	WP_176863850.1
WP_010442985.1	WP_050604654.1
WP_010442985.1	WP_152459620.1
WP_010442985.1	WP_170481047.1
WP_010442985.1	WP_171092779.1
WP_010442985.1	WP_170380195.1
WP_010442985.1	WP_039533211.1
WP_010442985.1	WP_209506872.1
WP_010442985.1	WP_171184696.1
WP_019625682.1	WP_019625682.1
WP_045804890.1	WP_045804890.1
WP_045804890.1	WP_024072368.1
WP_229582676.1	WP_229582676.1
WP_086053059.1	WP_086053059.1
WP_116002045.1	WP_116002045.1
WP_116002045.1	WP_116009581.1
WP_010100002.1	WP_010100002.1
WP_194968225.1	WP_194968225.1
WP_194968225.1	WP_027159104.1
WP_194968225.1	WP_020158171.1
WP_136773490.1	WP_136773490.1
WP_136773490.1	WP_018748053.1
WP_108647995.1	WP_108647995.1
WP_108647995.1	WP_084283960.1
WP_152452140.1	WP_152452140.1
WP_152452140.1	WP_076443958.1
WP_045223357.1	WP_045223357.1
WP_132024565.1	WP_132024565.1
WP_054758936.1	WP_054758936.1
WP_054758936.1	WP_064027540.1
WP_054758936.1	WP_064023031.1
WP_054758936.1	WP_140914069.1
WP_026958362.1	WP_026958362.1
WP_008834435.1	WP_008834435.1
WP_008834435.1	WP_165022575.1
WP_229144407.1	WP_229144407.1
WP_213442576.1	WP_213442576.1
WP_145891917.1	WP_145891917.1
WP_048533565.1	WP_048533565.1
WP_076835094.1	WP_076835094.1
WP_021819558.1	WP_021819558.1
WP_021690111.1	WP_021690111.1
WP_071794996.1	WP_071794996.1
WP_028971328.1	WP_028971328.1
WP_105748955.1	WP_105748955.1
WP_105748955.1	WP_105728502.1
WP_133360613.1	WP_133360613.1
WP_075290594.1	WP_075290594.1
WP_075290594.1	WP_136121460.1
WP_075290594.1	WP_075321032.1
WP_075290594.1	WP_011608308.1
WP_116234860.1	WP_116234860.1
WP_116234860.1	WP_176868736.1
WP_138885811.1	WP_138885811.1
WP_138885811.1	WP_225770357.1
WP_138885811.1	WP_026873269.1
WP_138885811.1	WP_034848572.1
WP_090225569.1	WP_090225569.1
WP_090225569.1	WP_119953394.1
WP_090225569.1	WP_090254767.1
WP_090225569.1	WP_137886337.1
WP_090225569.1	WP_137819417.1
WP_090225569.1	WP_160080171.1
WP_090225569.1	WP_108489295.1
WP_090225569.1	WP_136664146.1
WP_090225569.1	WP_215371912.1
WP_090225569.1	WP_233685460.1
WP_090225569.1	WP_073262512.1
WP_090225569.1	WP_111461109.1
WP_090225569.1	WP_131176700.1
WP_090225569.1	WP_079203495.1
WP_090225569.1	WP_069516341.1
WP_090225569.1	WP_013792982.1
WP_090225569.1	WP_090244258.1
WP_090225569.1	WP_090441006.1
WP_090225569.1	WP_075928783.1
WP_090225569.1	WP_173211461.1
WP_090225569.1	WP_160488327.1
WP_090225569.1	WP_182832967.1
WP_090225569.1	WP_192328736.1
WP_090225569.1	WP_131179628.1
WP_046151904.1	WP_046151904.1
WP_046151904.1	WP_024902488.1
WP_183962298.1	WP_183962298.1
WP_090220918.1	WP_090220918.1
WP_219239401.1	WP_219239401.1
WP_058319543.1	WP_058319543.1
WP_058319543.1	WP_239198822.1
WP_221541217.1	WP_221541217.1
WP_221541217.1	WP_160727835.1
WP_191817804.1	WP_191817804.1
WP_156864191.1	WP_156864191.1
WP_213360117.1	WP_213360117.1
WP_213360117.1	WP_091818000.1
WP_204112598.1	WP_204112598.1
WP_011480406.1	WP_011480406.1
WP_011480406.1	WP_230342377.1
WP_011480406.1	WP_230348882.1
WP_011480406.1	WP_226757651.1
WP_011480406.1	WP_226772786.1
WP_011480406.1	WP_025870381.1
WP_237560893.1	WP_237560893.1
WP_237560893.1	WP_019016147.1
WP_215963333.1	WP_215963333.1
WP_135081298.1	WP_135081298.1
WP_135081298.1	WP_069187007.1
WP_019170895.1	WP_019170895.1
WP_019170895.1	WP_091915711.1
WP_019170895.1	WP_165120205.1
WP_019170895.1	WP_119814088.1
WP_019170895.1	WP_106723323.1
WP_025041994.1	WP_025041994.1
WP_025041994.1	WP_072766718.1
WP_025041994.1	WP_213539367.1
WP_025041994.1	WP_090458595.1
WP_005763888.1	WP_005763888.1
WP_121582791.1	WP_121582791.1
WP_027273612.1	WP_027273612.1
WP_027273612.1	WP_111738856.1
WP_027273612.1	WP_047782266.1
WP_027273612.1	WP_114987188.1
WP_027273612.1	WP_159566821.1
WP_027273612.1	WP_029093243.1
WP_017666985.1	WP_017666985.1
WP_017666985.1	WP_156254320.1
WP_017666985.1	WP_022680012.1
WP_088472051.1	WP_088472051.1
WP_246737683.1	WP_246737683.1
WP_246737683.1	WP_246770723.1
WP_034465278.1	WP_034465278.1
WP_085784387.1	WP_085784387.1
